日期,时段序号,自然日时段,电价(元/kWh),预测负载功率(kW),预测光伏功率(kW),实际负载功率(kW),实际光伏功率(kW),计划购电量(kWh),计划充电量(kWh),计划放电量(kWh),紧急购电量(kWh),剩余电量(kWh),期初储电量(kWh),期末储电量(kWh)
2025-03-22,125,20:40-20:50,1.3952,2811.7558827693592,0.0,2776.7646,0.0,0.0,0.0,487.9993830823902,0.0,25.205283082390224,2237.427657799847,1695.206121041636
2025-03-22,126,20:50-21:00,1.2226,2852.3024689835884,0.0,2720.8813,0.0,49.39810979953489,0.0,445.6855089374723,0.0,41.603402070340564,1695.206121041636,1200.0
2025-03-22,127,21:00-21:10,0.9332,2796.7371568845624,0.0,2659.33,0.0,485.58210090154114,0.0,0.0,0.0,42.3604342348745,1200.0,1200.0
2025-03-22,128,21:10-21:20,0.9068,2786.301926639463,0.0,2716.63,0.0,492.29914615162244,0.0,0.0,0.0,39.52747948495579,1200.0,1200.0
2025-03-22,129,21:20-21:30,0.9371,2832.4855156026233,0.0,2802.5239,0.0,500.5456604865947,0.0,0.0,0.0,33.458343819928075,1200.0,1200.0
2025-03-22,130,21:30-21:40,0.9371,2924.1882762679083,0.0,2849.0,0.0,519.9929451579458,0.0,0.0,0.0,45.159611824612455,1200.0,1200.0
2025-03-22,131,21:40-21:50,0.9871,2996.9325038509714,0.0,2834.9436,0.0,520.648107283239,0.0,-0.0,0.0,48.157507283239056,1200.0,1200.0
2025-03-22,132,21:50-22:00,0.7764,2747.5320717869295,0.0,2629.7148,0.0,484.81054015694644,0.0,-0.0,0.0,46.52474015694645,1200.0,1200.0
2025-03-22,133,22:00-22:10,0.4209,2363.8659255973544,0.0,2320.05,0.0,1258.4579091736045,833.3333333333333,0.0,0.0,38.449575840271336,1200.0,1950.0
2025-03-22,134,22:10-22:20,0.3859,2366.1950405730468,0.0,2186.4053,0.0,1254.246044476527,833.3333333333333,0.0,0.0,56.511827809860506,1950.0,2700.0
2025-03-22,135,22:20-22:30,0.4368,2418.97191852313,0.0,2293.0684,0.0,1258.487977657821,833.3333333333333,0.0,0.0,42.97657765782105,2700.0,3450.0
2025-03-22,136,22:30-22:40,0.4198,2380.135622673032,0.0,2451.16,0.0,1252.7881990378073,833.3333333333333,0.0,0.0,10.928199037807417,3450.0,4200.0
2025-03-22,137,22:40-22:50,0.4186,2435.5800705453494,0.0,2396.3096,0.0,1272.77887080561,833.3333333333333,0.0,0.0,40.06060413894352,4200.0,4950.0
2025-03-22,138,22:50-23:00,0.4241,2437.846754422367,0.0,2337.3433,0.0,1273.426476904773,833.3333333333333,0.0,0.0,50.53592690477308,4950.0,5700.0
2025-03-22,139,23:00-23:10,0.4237,2351.696323182004,0.0,2363.74,0.0,1253.8708067998118,833.3333333333333,0.0,0.0,26.580806799811853,5700.0,6450.0
2025-03-22,140,23:10-23:20,0.4248,2320.520209647791,0.0,2385.8885,0.0,1249.1676847002682,833.3333333333333,0.0,0.0,18.186268033601664,6450.0,7200.0
2025-03-22,141,23:20-23:30,0.424,2395.32430027493,0.0,2539.6334,0.0,1252.1917583767427,833.3333333333333,0.0,4.4138082899239635,0.0,7200.0,7950.0
2025-03-22,142,23:30-23:40,0.422,2453.8393498204655,0.0,2623.91,0.0,1263.5625017355878,833.3333333333333,0.0,7.0891649310788125,0.0,7950.0,8700.0
2025-03-22,143,23:40-23:50,0.424,2397.972778057196,0.0,2365.6529,0.0,1251.1043232191505,833.3333333333333,0.0,0.0,23.495506552483903,8700.0,9450.0
2025-03-22,144,23:50-24:00,0.4271,2778.207094499567,0.0,2722.5157,0.0,1315.1609665947592,833.3333333333333,0.0,0.0,28.07501659475929,9450.0,10200.0
2025-03-23,1,00:00-00:10,0.4276,3389.4421488844023,0.0,3487.42,0.0,587.7806222980977,0.0,0.0,0.0,6.543955631431004,10200.0,10200.0
2025-03-23,2,00:10-00:20,0.4248,3457.860669504164,0.0,3450.6115,0.0,593.1196216242079,0.0,0.0,0.0,18.01770495754124,10200.0,10200.0
2025-03-23,3,00:20-00:30,0.4245,3419.9225262510386,0.0,3267.5474,0.0,575.9103414081376,0.0,0.0,0.0,31.319108074804262,10200.0,10200.0
2025-03-23,4,00:30-00:40,0.4269,3488.331649705299,0.0,3367.92,0.0,610.4993053711055,0.0,0.0,0.0,49.179305371105556,10200.0,10200.0
2025-03-23,5,00:40-00:50,0.4272,3438.826719181343,0.0,3507.2084,0.0,586.791099914821,0.0,0.0,0.0,2.2563665814876686,10200.0,10200.0
2025-03-23,6,00:50-01:00,0.4271,3435.544924685608,0.0,3578.1579,0.0,595.1927810796252,0.0,0.0,1.1668689203747817,0.0,10200.0,10200.0
2025-03-23,7,01:00-01:10,0.4285,3502.759475625447,0.0,3536.89,0.0,624.1718412920559,0.0,0.0,0.0,34.69017462538932,10200.0,10200.0
2025-03-23,8,01:10-01:20,0.4311,3491.658454163228,0.0,3417.1036,0.0,605.9077434783007,0.0,0.0,0.0,36.39047681163413,10200.0,10200.0
2025-03-23,9,01:20-01:30,0.4302,3524.254903083725,0.0,3461.4616,0.0,601.7974008417946,0.0,0.0,0.0,24.887134175127926,10200.0,10200.0
2025-03-23,10,01:30-01:40,0.4279,3594.520161703056,0.0,3595.09,0.0,623.3970511360726,0.0,0.0,0.0,24.21538446940599,10200.0,10200.0
2025-03-23,11,01:40-01:50,0.4312,3557.5508730665597,0.0,3509.0564,0.0,607.2843751873556,0.0,0.0,0.0,22.44164185402235,10200.0,10200.0
2025-03-23,12,01:50-02:00,0.4333,3503.1139857642565,0.0,3425.1581,0.0,605.2437499210796,0.0,0.0,0.0,34.38406658774625,10200.0,10200.0
2025-03-23,13,02:00-02:10,0.4311,3502.1439534445763,0.0,3446.87,0.0,609.6727041142781,0.0,0.0,0.0,35.19437078094484,10200.0,10200.0
2025-03-23,14,02:10-02:20,0.4293,3531.0878250149854,0.0,3468.3177,0.0,615.0190824137536,0.0,0.0,0.0,36.9661324137536,10200.0,10200.0
2025-03-23,15,02:20-02:30,0.4324,3512.557581264771,0.0,3559.5393,0.0,616.5127542455807,0.0,0.0,0.0,23.25620424558076,10200.0,10200.0
2025-03-23,16,02:30-02:40,0.4367,3479.2049167279883,0.0,3679.15,0.0,604.4810436409671,0.0,0.0,8.710623025699533,0.0,10200.0,10200.0
2025-03-23,17,02:40-02:50,0.4348,3533.042597022343,0.0,3681.3606,0.0,612.8323479019558,0.0,0.0,0.7277520980441068,0.0,10200.0,10200.0
2025-03-23,18,02:50-03:00,0.4335,3569.2594259994435,0.0,3631.7104,0.0,621.9656036873087,0.0,0.0,0.0,16.680537020642078,10200.0,10200.0
2025-03-23,19,03:00-03:10,0.4357,3571.5503709757168,0.0,3562.28,0.0,624.1623528413976,0.0,0.0,0.0,30.449019508064225,10200.0,10200.0
2025-03-23,20,03:10-03:20,0.4374,3621.8091300568785,0.0,3479.3672,0.0,630.1262633766473,0.0,0.0,0.0,50.23173004331397,10200.0,10200.0
2025-03-23,21,03:20-03:30,0.4371,3633.0447757249003,0.0,3618.5746,0.0,619.8099340520441,0.0,0.0,0.0,16.71416738537755,10200.0,10200.0
2025-03-23,22,03:30-03:40,0.4356,3578.213365838435,0.0,3826.07,0.0,616.8812010002749,0.0,0.0,20.797132333058357,0.0,10200.0,10200.0
2025-03-23,23,03:40-03:50,0.4353,3529.2909622257775,0.0,3685.8627,0.0,608.6564027717612,0.0,0.0,5.65404722823871,0.0,10200.0,10200.0
2025-03-23,24,03:50-04:00,0.436,3535.6826255597425,0.0,3513.1234,0.0,606.757579899285,0.0,0.0,0.0,21.237013232618438,10200.0,10200.0
2025-03-23,25,04:00-04:10,0.4378,3554.6240433109497,0.0,3557.81,0.0,625.9448906667873,0.0,0.0,0.0,32.976557333454025,10200.0,10200.0
2025-03-23,26,04:10-04:20,0.4401,3497.361252807244,0.0013771908159071072,3743.9665,0.0017,603.673353545347,0.0,0.0,20.320779787986307,0.0,10200.0,10200.0
2025-03-23,27,04:20-04:30,0.4389,3432.5382894082904,0.0,3724.7642,0.0,586.0690291727939,0.0,0.0,34.72500416053947,0.0,10200.0,10200.0
2025-03-23,28,04:30-04:40,0.4364,3464.723513986535,0.0,3568.2,0.0,597.8772407718403,0.0,0.0,0.0,3.1772407718403883,10200.0,10200.0
2025-03-23,29,04:40-04:50,0.4393,3618.5388512277423,0.021561768979077762,3652.6995,0.0242,623.8429554882938,0.0,0.0,0.0,15.063738821627178,10200.0,10200.0
2025-03-23,30,04:50-05:00,0.4422,3630.7325541010428,0.00044456620504352315,3695.8505,0.0,629.8152308127903,0.0,0.0,0.0,13.840147479457073,10200.0,10200.0
2025-03-23,31,05:00-05:10,0.4395,3495.057317885833,0.0,3620.21,0.0,610.5745479577738,0.0,0.0,0.0,7.206214624440463,10200.0,10200.0
2025-03-23,32,05:10-05:20,0.4333,3472.5921856767427,0.30014816531037686,3655.9561,0.3367,600.2057830182781,0.0,0.0,9.064116981721869,0.0,10200.0,10200.0
2025-03-23,33,05:20-05:30,0.4439,3570.832161874903,0.006209221692837276,3757.2802,0.0,616.0504368036096,0.0,0.0,10.162929863057002,0.0,10200.0,10200.0
2025-03-23,34,05:30-05:40,0.4301,3566.734415844942,0.0,3699.05,0.0,628.4391502605724,0.0,0.0,0.0,11.930816927239107,10200.0,10200.0
2025-03-23,35,05:40-05:50,0.3713,3355.907319853297,4.180723414813388,3426.3039,4.689,1241.1222746293472,666.6666666666666,0.0,0.0,4.186457962680556,10200.0,10800.0
2025-03-23,36,05:50-06:00,0.5708,3892.930152549928,0.08646513840592743,3922.9107,0.0,672.8520195725789,0.0,-0.0,0.0,19.033569572578926,10800.0,10800.0
2025-03-23,37,06:00-06:10,0.9099,4812.313322924938,0.0,4917.21,11.625,17.58796821419935,0.0,833.3333333333333,0.0,33.32380154753264,10800.0,9874.074074074075
2025-03-23,38,06:10-06:20,0.9368,4741.415471126082,125.23126312865267,5089.1019,182.9627,0.0,0.0,798.3683927911214,19.321473875545166,0.0,9874.074074074075,8986.99808208394
2025-03-23,39,06:20-06:30,0.8758,4577.9575193421915,348.95174179887033,4963.7033,444.575,0.0,0.0,717.8338426681347,35.35420733186527,0.0,8986.99808208394,8189.404923563789
2025-03-23,40,06:30-06:40,0.8759,4724.880500139765,627.1412409599882,4938.03,722.2875,0.0,0.0,693.2102131584622,9.41353684153762,0.0,8189.404923563789,7419.17135338772
2025-03-23,41,06:40-06:50,0.8601,4678.654225673986,922.4713242599273,4866.8287,990.4178,0.0,0.0,628.6740566034434,17.3944267298898,0.0,7419.17135338772,6720.644623828339
2025-03-23,42,06:50-07:00,0.8442,4618.97375310827,1230.4357446517306,4849.9397,1307.4091,0.0,0.0,561.0337422577451,29.388024408921524,0.0,6720.644623828339,6097.273799097511
2025-03-23,43,07:00-07:10,0.8334,4678.156180235076,1552.1255709732484,4825.19,1677.3,177.64847258138303,0.0,344.3856887558857,2.614171996064613,0.0,6097.273799097511,5714.623033813194
2025-03-23,44,07:10-07:20,0.8092,4766.708956868932,1881.5350006710928,4644.5765,2042.9806,486.9427289253591,0.0,0.0,0.0,53.34341225869241,5714.623033813194,5714.623033813194
2025-03-23,45,07:20-07:30,0.7972,4824.978037204418,2195.9843611164765,4706.3784,2400.8395,433.5413789359814,0.0,0.0,0.0,49.28489560264819,5714.623033813194,5714.623033813194
2025-03-23,46,07:30-07:40,0.7644,4732.217448618248,2498.7553949390954,4861.31,2705.025,376.07672129756384,0.0,0.0,0.0,16.69588796423045,5714.623033813194,5714.623033813194
2025-03-23,47,07:40-07:50,0.6899,4550.618411254522,2816.634278711103,4699.7854,2905.8599,290.72260844796165,0.0,0.0,8.264974885371657,0.0,5714.623033813194,5714.623033813194
2025-03-23,48,07:50-08:00,0.86,5284.022626939237,3148.911073119271,5430.2926,3156.088,0.0,0.0,368.9913332007959,10.042766799203946,0.0,5714.623033813194,5304.632663590087
2025-03-23,49,08:00-08:10,1.1617,6479.491351081684,3462.451250890604,6685.6,3476.85,0.0,0.0,547.7421378043455,0.0,12.950471137678733,5304.632663590087,4696.030288251925
2025-03-23,50,08:10-08:20,1.1683,6597.022272389107,3726.4718286856646,6763.6612,3776.3018,0.0,0.0,519.553313849043,0.0,21.66008051570975,4696.030288251925,4118.748828419655
2025-03-23,51,08:20-08:30,1.0956,6477.642529946073,4016.248153781269,6530.4784,4227.7208,0.0,0.0,460.3634679842726,0.0,76.57053465093941,4118.748828419655,3607.233863992686
2025-03-23,52,08:30-08:40,1.0849,6606.813034828731,4337.673151773678,6518.87,4748.325,0.0,0.0,425.7775490928402,0.0,130.6867157595069,3607.233863992686,3134.147698333975
2025-03-23,53,08:40-08:50,1.061,6603.241850156284,4625.410500329783,6409.6637,5039.8036,0.0,0.0,372.78115484755835,0.0,144.47113818089167,3134.147698333975,2719.9464151700213
2025-03-23,54,08:50-09:00,1.043,6494.784789280483,4911.350194584531,6445.0668,5231.9848,0.0,0.0,310.04816220678504,0.0,107.8678288734518,2719.9464151700213,2375.448457162482
2025-03-23,55,09:00-09:10,1.036,6386.931333317212,5194.650207165692,6590.58,5402.8125,0.0,0.0,239.40678260761285,0.0,41.44553260761302,2375.448457162482,2109.440920931801
2025-03-23,56,09:10-09:20,1.0147,6343.489055905715,5443.713272302212,6526.8877,5488.9249,0.0,0.0,205.96501097867394,0.0,32.97121097867398,2109.440920931801,1880.5909087332743
2025-03-23,57,09:20-09:30,0.9922,6396.8484386735,5730.470700908275,6493.5843,5514.0559,0.0,0.0,180.12911336722914,0.0,16.874380033895818,1880.5909087332743,1680.447449436353
2025-03-23,58,09:30-09:40,0.97,6437.370435652534,6020.670155697121,6559.42,5579.7,0.0,0.0,140.75531307815731,22.531353588509432,0.0,1680.447449436353,1524.0526571272894
2025-03-23,59,09:40-09:50,0.9422,6324.882461649209,6198.808536795803,6546.5366,5791.0234,0.0,0.0,100.46817599216251,25.45069067450413,0.0,1524.0526571272894,1412.4213504693312
2025-03-23,60,09:50-10:00,0.9569,6320.279418264151,6351.4892699925,6543.9909,6054.476,0.0,0.0,75.24518456766543,6.340632099001141,0.0,1412.4213504693312,1328.815589838592
2025-03-23,61,10:00-10:10,0.9977,6443.764543878152,6532.962014493883,6534.66,6303.6375,0.0,0.0,75.91053521728634,0.0,37.406785217286256,1328.815589838592,1244.4705507082738
2025-03-23,62,10:10-10:20,0.9919,6448.614427373612,6711.50437263737,6402.5536,6552.7244,0.0,0.0,40.02349563744633,0.0,65.05196230411298,1244.4705507082738,1200.0
2025-03-23,63,10:20-10:30,0.9588,6387.974628023425,6852.399739673048,6332.7993,6825.8573,0.0,0.0,0.0,0.0,82.17633333333333,1200.0,1200.0
2025-03-23,64,10:30-10:40,0.9549,6344.234463716444,7001.626130271343,6385.12,7079.8875,0.0,14.751848185934477,0.0,0.0,101.04273514739884,1200.0,1213.276663367341
2025-03-23,65,10:40-10:50,0.9839,6335.912444581903,7234.534132513018,6444.1779,7204.8719,0.0,40.523581718332025,0.0,0.0,86.2587516150013,1213.276663367341,1249.7478869138397
2025-03-23,66,10:50-11:00,0.799,6325.611146806212,7426.747535763364,6500.264,7111.1629,0.0,49.67926169014413,0.0,0.0,52.13722164318915,1249.7478869138397,1294.4592224349694
2025-03-23,67,11:00-11:10,0.5025,6299.348094806769,7513.381217969675,6467.29,6985.4625,751.1043823661896,833.3333333333333,0.0,0.0,4.133132366189557,1294.4592224349694,2044.4592224349694
2025-03-23,68,11:10-11:20,0.4662,6276.216078843248,7553.26199411159,6271.4093,7146.7738,810.2389508091901,833.3333333333333,0.0,0.0,122.7997008091902,2044.4592224349694,2794.4592224349694
2025-03-23,69,11:20-11:30,0.5007,6261.736603344426,7653.318461647983,6284.6894,7375.2026,749.3882373631452,833.3333333333333,0.0,0.0,97.80710402981185,2794.4592224349694,3544.4592224349694
2025-03-23,70,11:30-11:40,0.4827,6292.407817838775,7805.813442511158,6466.18,7631.025,708.6043171768247,833.3333333333333,0.0,0.0,69.41181717682457,3544.4592224349694,4294.459222434969
2025-03-23,71,11:40-11:50,0.4785,6379.90105828192,7902.885146857182,6376.0004,8045.0799,714.0184398853114,833.3333333333333,0.0,0.0,158.86502321864486,4294.459222434969,5044.459222434969
2025-03-23,72,11:50-12:00,0.4662,6308.787474239358,7938.42292856302,6082.1794,8184.1843,725.0520060481244,833.3333333333333,0.0,0.0,242.0528227147911,5044.459222434969,5794.459222434969
2025-03-23,73,12:00-12:10,0.4432,6063.671834806394,7940.729908909412,5808.96,8043.9375,653.6744149277033,833.3333333333333,0.0,0.0,192.83733159436997,5794.459222434969,6544.459222434969
2025-03-23,74,12:10-12:20,0.4411,5867.250233163193,7938.797707304557,5757.7239,8018.9778,629.9512113274499,833.3333333333333,0.0,0.0,173.49352799411645,6544.459222434969,7294.459222434969
2025-03-23,75,12:20-12:30,0.4551,5856.716414128515,7931.245126779361,5932.3656,7828.9836,618.694806956321,833.3333333333333,0.0,0.0,101.4644736229875,7294.459222434969,8044.459222434969
2025-03-23,76,12:30-12:40,0.4463,5937.907547377748,7846.6936622610065,6009.63,7519.2,602.1548765438662,833.3333333333333,0.0,0.0,20.416543210532836,8044.459222434969,8794.459222434969
2025-03-23,77,12:40-12:50,0.4113,5918.2392308222325,7633.796678650041,5695.5426,7454.5374,647.1077617030386,833.3333333333333,0.0,0.0,106.94022836970544,8794.459222434969,9544.459222434969
2025-03-23,78,12:50-13:00,0.5682,6025.295436649925,7554.65944915564,5866.2191,7302.4076,699.4691834204525,833.3333333333333,0.0,0.0,105.50060008711921,9544.459222434969,10294.459222434969
2025-03-23,79,13:00-13:10,0.8279,6258.115262031072,7587.38163024597,6394.05,7147.875,0.0,55.61302790769196,0.0,0.0,70.02447209230809,10294.459222434969,10344.510947551891
2025-03-23,80,13:10-13:20,0.8636,6352.412092082665,7442.348134879991,6270.4014,7427.417,0.0,10.72154615817044,0.0,0.0,182.11438717516307,10344.510947551891,10354.160339094244
2025-03-23,81,13:20-13:30,0.8416,6333.055359249144,7208.888023240161,6126.7353,7619.8709,0.0,20.154019830145216,0.0,0.0,228.70191350318805,10354.160339094244,10372.298956941375
2025-03-23,82,13:30-13:40,0.8618,6278.227325267022,7020.225538672625,6268.23,7568.3625,0.0,0.0,10.16136693159342,0.0,226.85011693159345,10372.298956941375,10361.008549239605
2025-03-23,83,13:40-13:50,0.8623,6244.169857542679,6920.033209828807,6325.794,7595.5322,0.0,0.0,0.0,0.0,211.6230333333333,10361.008549239605,10361.008549239605
2025-03-23,84,13:50-14:00,0.9026,6283.6994923841185,6815.42193206852,6240.85,7518.7834,0.0,0.0,0.0,0.0,212.98890000000006,10361.008549239605,10361.008549239605
2025-03-23,85,14:00-14:10,0.9754,6304.9890121633125,6632.8085390226925,6160.19,7426.6125,0.0,0.0,30.838222820417514,0.0,241.9086394870842,10361.008549239605,10326.74385721692
2025-03-23,86,14:10-14:20,1.0002,6176.723755300073,6372.366550075668,6251.3098,7613.3493,0.0,0.0,31.131948968621828,0.0,258.13853230195514,10326.74385721692,10292.152802807339
2025-03-23,87,14:20-14:30,0.9978,6169.826283589319,6114.942841031053,6297.0662,7601.7738,0.0,0.0,72.36574485129813,0.0,289.81701151796483,10292.152802807339,10211.74641963923
2025-03-23,88,14:30-14:40,1.0271,6294.307134445133,5893.231880870382,6222.08,7207.575,0.0,0.0,146.82320858000537,0.0,311.07237524667187,10211.74641963923,10048.609521217002
2025-03-23,89,14:40-14:50,1.0906,6290.605956405804,5673.875656421528,6160.961,6687.2062,0.0,0.0,166.33261694326336,0.0,254.0401502765966,10048.609521217002,9863.795502391155
2025-03-23,90,14:50-15:00,0.9376,6264.975585613266,5431.913824864355,6130.1839,6106.8525,0.0,0.0,193.59217589827608,0.0,189.70360923160933,9863.795502391155,9648.693084726403
2025-03-23,91,15:00-15:10,0.6694,6234.3813111059135,5182.690285747714,6088.02,5653.1625,693.1071786066327,445.8965725262189,0.0,0.0,174.7343560804137,9648.693084726403,10050.0
2025-03-23,92,15:10-15:20,0.66,6119.017817161576,4958.3828512140635,6018.7797,5524.5511,1083.6938950387982,833.3333333333333,0.0,0.0,167.98912837213152,10050.0,10800.0
2025-03-23,93,15:20-15:30,0.7217,6173.394888364906,4710.128695849432,6100.9371,5295.1247,291.0159576064274,0.0,0.0,0.0,156.71389093976074,10800.0,10800.0
2025-03-23,94,15:30-15:40,0.7308,6338.972935197464,4401.72503707521,6239.74,4888.275,378.74008511781153,0.0,0.0,0.0,153.49591845114492,10800.0,10800.0
2025-03-23,95,15:40-15:50,0.7534,6285.461634661063,4050.823833855254,6153.9798,4604.4958,404.414428961102,0.0,0.0,0.0,146.16709562776862,10800.0,10800.0
2025-03-23,96,15:50-16:00,0.7823,6182.3465865240305,3751.28860718221,6092.4019,4238.6083,437.95639820308975,0.0,0.0,0.0,128.99079820308975,10800.0,10800.0
2025-03-23,97,16:00-16:10,0.8055,6149.718879676486,3481.912372576469,6156.99,3794.55,467.90330938991406,0.0,0.0,0.0,74.16330938991405,10800.0,10800.0
2025-03-23,98,16:10-16:20,0.8271,6138.765897692056,3134.2461752334107,6192.347,3512.5662,523.6757097750241,0.0,-0.0,0.0,77.04557644169074,10800.0,10800.0
2025-03-23,99,16:20-16:30,0.8519,6139.372806642243,2782.269676351657,6149.898,3224.4946,584.8533080467363,0.0,-0.0,0.0,97.28607471340297,10800.0,10800.0
2025-03-23,100,16:30-16:40,0.8791,6140.191198663181,2464.4186042673205,6128.96,2901.9,625.257838410341,0.0,-0.0,0.0,87.41450507700768,10800.0,10800.0
2025-03-23,101,16:40-16:50,0.9024,6126.6243091081105,2144.06409945355,6224.8277,2677.2003,674.7361187992166,0.0,-0.0,0.0,83.46488546588324,10800.0,10800.0
2025-03-23,102,16:50-17:00,0.9163,6121.548080554643,1815.1776949272544,6072.5268,2355.088,729.6389467050092,0.0,-0.0,0.0,110.06581337167597,10800.0,10800.0
2025-03-23,103,17:00-17:10,0.9264,6134.119264951458,1488.8045261841603,5830.75,1909.8,788.0134656149728,0.0,-0.0,0.0,134.52179894830613,10800.0,10800.0
2025-03-23,104,17:10-17:20,0.9462,6140.470279548875,1179.7194395863978,6044.3059,1517.4216,843.362897047386,0.0,-0.0,0.0,88.88218038071932,10800.0,10800.0
2025-03-23,105,17:20-17:30,0.9742,6086.620842957652,883.9069538608297,6266.1431,1148.193,894.8284470713447,0.0,-0.0,0.0,41.83676373801143,10800.0,10800.0
2025-03-23,106,17:30-17:40,0.9862,6117.663224903952,600.5981313089818,6335.8,796.8,945.0757686930137,0.0,-0.0,0.0,21.90910202634703,10800.0,10800.0
2025-03-23,107,17:40-17:50,0.976,6289.10807140646,340.1583786332371,6389.2673,509.5025,1028.5333117789219,-0.0,0.0,0.0,48.572511778921864,10800.0,10800.0
2025-03-23,108,17:50-18:00,1.0742,5549.687152654777,126.1211297775703,5641.74,230.0933,947.6857052731312,0.0,0.0,0.0,45.74458860646462,10800.0,10800.0
2025-03-23,109,18:00-18:10,1.2313,4319.316317476975,0.0,4431.53,13.2375,747.3507444028253,0.0,-0.0,0.0,10.968661069492033,10800.0,10800.0
2025-03-23,110,18:10-18:20,1.2561,4181.1735069376,0.11881077570027923,4052.2956,0.0,719.483466638972,0.0,-0.0,0.0,44.10086663897209,10800.0,10800.0
2025-03-23,111,18:20-18:30,1.2447,4403.630459438234,4.298349961003262,4192.0015,6.4551,752.1339152389897,0.0,0.0,0.0,54.54284857232307,10800.0,10800.0
2025-03-23,112,18:30-18:40,1.2545,4401.747949519627,0.0,4349.52,0.0,749.5265465526245,0.0,0.0,0.0,24.606546552624422,10800.0,10800.0
2025-03-23,113,18:40-18:50,1.2522,4339.692544797234,0.008531553071894907,4349.0284,0.0,745.856319031276,0.0,0.0,0.0,21.01825236460934,10800.0,10800.0
2025-03-23,114,18:50-19:00,1.2881,4388.126993642958,0.30859372983547734,4392.5491,0.4635,317.5828990821578,0.0,436.83920421352303,0.0,22.407836629014184,10800.0,10314.623106429419
2025-03-23,115,19:00-19:10,1.3466,4451.030523434622,0.0,4448.62,0.0,0.0,0.0,770.2259917827997,0.0,28.789325116133114,10314.623106429419,9458.816448892974
2025-03-23,116,19:10-19:20,1.3523,4293.600841836401,0.0006120448384816256,4304.0602,0.0,0.0,0.0,744.4143374542887,0.0,27.07097078762206,9458.816448892974,8631.689407277097
2025-03-23,117,19:20-19:30,1.3445,4157.646863120733,0.022156561826084088,4299.7723,0.0333,0.0,0.0,720.0985875875547,0.0,3.475420920888041,8631.689407277097,7831.579865513148
2025-03-23,118,19:30-19:40,1.3483,4207.6132593844995,0.0,4444.77,0.0,0.0,0.0,733.179894231952,7.6151057680481244,0.0,7831.579865513148,7016.9355385887575
2025-03-23,119,19:40-19:50,1.349,4364.009327507723,2.5816510383757594e-05,4413.6616,0.0,0.0,0.0,759.8504819910501,0.0,24.24021532438337,7016.9355385887575,6172.657225265369
2025-03-23,120,19:50-20:00,1.3473,4382.420434140311,0.0014585086088290497,4421.0247,0.0024,0.0,0.0,758.4307159189019,0.0,21.593665918901934,6172.657225265369,5329.956429799922
2025-03-23,121,20:00-20:10,1.3482,4282.298386593562,0.0,4404.04,0.0,0.0,0.0,753.643983543853,0.0,19.637316877186322,5329.956429799922,4492.574225862308
2025-03-23,122,20:10-20:20,1.3513,4298.408090556228,0.0,4117.3271,0.0,0.0,0.0,740.0265309562844,0.0,53.8053476229511,4492.574225862308,3670.32252479977
2025-03-23,123,20:20-20:30,1.34,4321.270097092964,0.0,4210.6115,0.0,0.0,0.0,742.8808720651723,0.0,41.112288731839044,3670.32252479977,2844.899333616245
2025-03-23,124,20:30-20:40,1.3489,4291.459515986644,0.0,4537.34,0.0,0.0,0.0,743.0259370982849,13.197396235048473,0.0,2844.899333616245,2019.3149590625949
2025-03-23,125,20:40-20:50,1.3952,4283.4698881182885,0.0,4322.5722,0.0,0.0,0.0,737.3834631563354,0.0,16.954763156335503,2019.3149590625949,1200.0
2025-03-23,126,20:50-21:00,1.2226,4344.368792782084,0.0,4326.6455,0.0,745.0248457546552,0.0,-0.0,0.0,23.917262421321993,1200.0,1200.0
2025-03-23,127,21:00-21:10,0.9332,4391.750134685797,0.0,4573.14,0.0,767.5821842919136,0.0,0.0,0.0,5.392184291913509,1200.0,1200.0
2025-03-23,128,21:10-21:20,0.9068,4304.175670767165,0.0,4308.3819,0.0,735.3968475503885,0.0,0.0,0.0,17.33319755038849,1200.0,1200.0
2025-03-23,129,21:20-21:30,0.9371,4280.3355098104585,0.0,4163.9474,0.0,734.7195890747907,0.0,0.0,0.0,40.72835574145745,1200.0,1200.0
2025-03-23,130,21:30-21:40,0.9371,4416.463474234321,0.0,4377.55,0.0,771.8548929665503,0.0,0.0,0.0,42.26322629988363,1200.0,1200.0
2025-03-23,131,21:40-21:50,0.9871,4525.940646767502,0.0,4466.5235,0.0,783.2382325401496,0.0,-0.0,0.0,38.81764920681633,1200.0,1200.0
2025-03-23,132,21:50-22:00,0.7764,4066.8448017434707,0.0,4100.1923,0.0,704.6067970368706,0.0,-0.0,0.0,21.24141370353732,1200.0,1200.0
2025-03-23,133,22:00-22:10,0.4209,3339.3251290329345,0.0,3518.8,0.0,1406.553778095204,833.3333333333333,0.0,13.246221904795902,0.0,1200.0,1950.0
2025-03-23,134,22:10-22:20,0.3859,3238.7182297177037,0.0,3301.6385,0.0,1396.6273115775264,833.3333333333333,0.0,0.0,13.020894910859852,1950.0,2700.0
2025-03-23,135,22:20-22:30,0.4368,3344.4937449554004,0.0,3292.7847,0.0,1408.8566928020277,833.3333333333333,0.0,0.0,26.725909468694454,2700.0,3450.0
2025-03-23,136,22:30-22:40,0.4198,3326.7532983539354,0.0,3310.46,0.0,1407.1498156013877,833.3333333333333,0.0,0.0,22.073148934721075,3450.0,4200.0
