decision_date,interval_start,price_yuan_per_kwh,load_forecast_kw,pv_forecast_kw,actual_load_kw,actual_pv_kw,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,initial_energy_kwh,final_energy_kwh
2025-02-05,2025-02-05T07:30:00,0.7644,5289.570240507545,1190.8601305574036,5276.13,1176.7875,737.5817125480592,0.0,0.0,0.0,54.357962548059135,10050.0,10050.0
2025-02-05,2025-02-05T07:40:00,0.6899,5137.878232580472,1485.8526568779334,4955.1631,1451.4059,1508.5500155684101,833.3333333333333,0.0,0.0,91.25714890174356,10050.0,10800.0
2025-02-05,2025-02-05T07:50:00,0.86,5828.6932271937585,1809.1690891366916,5802.5486,1734.1907,754.7859964986744,0.0,0.0,0.0,76.72634649867439,10800.0,10800.0
2025-02-05,2025-02-05T08:00:00,1.1617,7011.594020873564,2145.694558248568,7201.84,2042.9625,20.141704284172874,0.0,833.3333333333333,6.337879049160392,0.0,10800.0,9874.074074074075
2025-02-05,2025-02-05T08:10:00,1.1683,7195.003516019666,2451.520878167149,7224.4705,2358.8583,11.392137847381946,0.0,833.3333333333333,0.0,33.79010451404838,9874.074074074075,8948.14814814815
2025-02-05,2025-02-05T08:20:00,1.0956,7016.723170041178,2748.5233013761317,6916.132,2638.9583,0.0,0.0,833.3333333333333,0.0,120.47104999999988,8948.14814814815,8022.2222222222235
2025-02-05,2025-02-05T08:30:00,1.0849,6985.318429548893,3051.324191675682,6957.22,2886.0375,0.0,0.0,813.6354461139556,0.0,135.10502944728887,8022.2222222222235,7118.182837651162
2025-02-05,2025-02-05T08:40:00,1.061,6981.829247767533,3349.612323281709,6970.7892,3137.6822,0.0,0.0,761.3114411676418,0.0,122.46027450097517,7118.182837651162,6272.281236353782
2025-02-05,2025-02-05T08:50:00,1.043,7086.443438818499,3630.494663712815,6881.9081,3368.4883,0.0,0.0,713.8631677435806,0.0,128.29320107691387,6272.281236353782,5479.099938860915
2025-02-05,2025-02-05T09:00:00,1.036,7187.256614904494,3888.814607297124,6817.92,3611.25,0.0,0.0,668.8892835731999,0.0,134.44428357319998,5479.099938860915,4735.889623779582
2025-02-05,2025-02-05T09:10:00,1.0147,7048.870039939718,4138.03735895544,6917.1612,3910.5269,0.0,0.0,571.9505815684171,0.0,70.8448649017505,4735.889623779582,4100.388977592452
2025-02-05,2025-02-05T09:20:00,0.9922,6928.47239818317,4430.076003406456,6922.7812,4073.6862,0.0,0.0,521.4359654527689,0.0,46.58679878610212,4100.388977592452,3521.0156826449306
2025-02-05,2025-02-05T09:30:00,0.97,6962.425851412626,4745.027289354365,6891.71,4161.6375,0.0,0.0,459.3416347002037,0.0,4.329551366870305,3521.0156826449306,3010.636088533593
2025-02-05,2025-02-05T09:40:00,0.9422,7028.723162948422,5008.358542156356,7092.01,4441.791,355.2781507629413,0.0,60.905527703341704,25.519488200383762,0.0,3010.636088533593,2942.9632799743245
2025-02-05,2025-02-05T09:50:00,0.9569,6968.897409540453,5250.522888881055,7015.2382,4758.772,0.0,0.0,340.2408886586612,35.836811341338716,0.0,2942.9632799743245,2564.9178481313675
2025-02-05,2025-02-05T10:00:00,0.9977,6849.237097493908,5486.950968616642,6734.61,4981.05,0.0,0.0,299.2307577980895,0.0,6.970757798089608,2564.9178481313675,2232.4392283557127
2025-02-05,2025-02-05T10:10:00,0.9919,6866.247234789003,5694.8407677059595,6852.438,5125.2332,0.0,0.0,276.92390413440296,10.943562532263854,0.0,2232.4392283557127,1924.7460015397094
2025-02-05,2025-02-05T10:20:00,0.9588,6824.9623577108205,5866.32659535685,6984.658,5267.7199,0.0,0.0,227.44394605271088,58.712403947289204,0.0,1924.7460015397094,1672.030505925586
2025-02-05,2025-02-05T10:30:00,0.9549,6709.859872235797,5979.893631280259,6914.36,5479.875,0.0,0.0,212.21969736958795,26.861135963745255,0.0,1672.030505925586,1436.2308421815994
2025-02-05,2025-02-05T10:40:00,0.9839,6709.607368660846,6038.3811540278875,6823.1873,5753.6335,0.0,0.0,212.60775796343955,0.0,34.3487912967729,1436.2308421815994,1200.0
2025-02-05,2025-02-05T10:50:00,0.799,6717.1860009631,6202.572105220717,6794.1983,5851.9706,151.7541402155,0.0,0.0,5.283809784500022,0.0,1200.0,1200.0
2025-02-05,2025-02-05T11:00:00,0.5025,6706.892247713031,6425.899787100728,6801.4,5814.825,958.156878608758,833.3333333333333,0.0,39.605621391241925,0.0,1200.0,1950.0
2025-02-05,2025-02-05T11:10:00,0.4662,6761.254462967794,6494.664249440176,6746.6319,5912.9326,987.8306913443948,833.3333333333333,0.0,0.0,15.547474677728246,1950.0,2700.0
2025-02-05,2025-02-05T11:20:00,0.5007,6770.371205613382,6511.457861012044,6573.2756,6007.8265,995.0504586083266,833.3333333333333,0.0,0.0,67.47560860832675,2700.0,3450.0
2025-02-05,2025-02-05T11:30:00,0.4827,6754.001487677099,6585.549896015249,6489.78,5937.15,965.0569817783013,833.3333333333333,0.0,0.0,39.61864844496813,3450.0,4200.0
2025-02-05,2025-02-05T11:40:00,0.4785,6807.12210612524,6720.738157929852,6715.605,5722.7035,967.2518560562391,833.3333333333333,0.0,31.565060610427395,0.0,4200.0,4950.0
2025-02-05,2025-02-05T11:50:00,0.4662,6629.016259897818,6803.205918582088,6544.8645,5770.0192,901.5587350936869,833.3333333333333,0.0,60.915481572979616,0.0,4950.0,5700.0
2025-02-05,2025-02-05T12:00:00,0.4432,6306.452886234743,6777.664903717467,6080.21,6020.7,876.1362673955316,833.3333333333333,0.0,0.0,32.88460072886494,5700.0,6450.0
2025-02-05,2025-02-05T12:10:00,0.4411,6252.787840872897,6689.745605348317,6134.6449,6040.8138,914.1939859414222,833.3333333333333,0.0,0.0,65.22213594142215,6450.0,7200.0
2025-02-05,2025-02-05T12:20:00,0.4551,6246.379393501922,6635.682115575384,6221.0944,6113.3907,940.5411792381774,833.3333333333333,0.0,0.0,89.2572292381775,7200.0,7950.0
2025-02-05,2025-02-05T12:30:00,0.4463,6178.569377904664,6617.744127217867,6179.62,6326.0625,883.2450786168383,833.3333333333333,0.0,0.0,74.31882861683835,7950.0,8700.0
2025-02-05,2025-02-05T12:40:00,0.4113,6201.833355297931,6553.850015288996,6340.2179,6428.5545,895.9964538904754,833.3333333333333,0.0,0.0,77.38588722380894,8700.0,9450.0
2025-02-05,2025-02-05T12:50:00,0.5682,6396.7981057141005,6448.036131889105,6358.2071,6347.5063,945.9067195965023,833.3333333333333,0.0,0.0,110.78991959650227,9450.0,10200.0
2025-02-05,2025-02-05T13:00:00,0.8279,6641.454804394155,6347.297988925736,6168.81,6181.125,168.4839113515892,0.0,0.0,0.0,170.5364113515892,10200.0,10200.0
2025-02-05,2025-02-05T13:10:00,0.8636,6693.685187986799,6284.402261822462,6121.2057,6110.3377,176.28491940151832,0.0,0.0,0.0,174.473586068185,10200.0,10200.0
2025-02-05,2025-02-05T13:20:00,0.8416,6560.351638644898,6160.634013339952,6379.5771,6152.0692,192.43336501270824,0.0,0.0,0.0,154.51538167937474,10200.0,10200.0
2025-02-05,2025-02-05T13:30:00,0.8618,6378.657340764299,5992.248624827291,6661.94,6229.3875,203.48084179739544,0.0,0.0,0.0,131.38875846406222,10200.0,10200.0
2025-02-05,2025-02-05T13:40:00,0.8623,6303.160093841658,5886.2220862913655,6523.8357,6206.8342,166.29885110737916,0.0,0.0,0.0,113.46526777404586,10200.0,10200.0
2025-02-05,2025-02-05T13:50:00,0.9026,6294.303388275288,5726.732452998292,6424.8672,5932.6104,0.0,0.0,162.28918916033354,0.0,80.24638916033359,10200.0,10019.678678710741
2025-02-05,2025-02-05T14:00:00,0.9754,6283.003198037591,5490.179789058377,6470.84,5518.725,0.0,0.0,198.58540541910384,0.0,39.8995720857705,10019.678678710741,9799.02822824507
2025-02-05,2025-02-05T14:10:00,1.0002,6243.197678792721,5272.3914137381225,6328.0088,5225.4988,0.0,0.0,230.2310012553612,0.0,46.47933458869454,9799.02822824507,9543.216004628002
2025-02-05,2025-02-05T14:20:00,0.9978,6237.743642765243,5050.20444911878,6227.5557,4854.7144,0.0,0.0,284.9468040752156,0.0,56.13992074188218,9543.216004628002,9226.60844454443
2025-02-05,2025-02-05T14:30:00,1.0271,6254.609337139761,4803.072397569006,6241.63,4489.125,0.0,0.0,373.2354547011305,0.0,81.15128803446373,9226.60844454443,8811.902383765397
2025-02-05,2025-02-05T14:40:00,1.0906,6227.5092906122645,4538.271628198815,6188.312,4415.126,0.0,0.0,430.8440358787475,0.0,135.31303587874743,8811.902383765397,8333.186788344567
2025-02-05,2025-02-05T14:50:00,0.9376,6252.746222766158,4240.083393016557,6096.2172,4168.5231,0.0,0.0,441.51798923220394,0.0,120.235639232204,8333.186788344567,7842.611244753229
2025-02-05,2025-02-05T15:00:00,0.6694,6286.320381676417,3926.3080937979853,6051.73,3753.1875,1360.4839306284885,833.3333333333333,0.0,0.0,144.06018062848852,7842.611244753229,8592.611244753229
2025-02-05,2025-02-05T15:10:00,0.66,6192.2465489720225,3639.293677174705,6107.4261,3642.8134,1377.7965657827904,833.3333333333333,0.0,0.0,133.6944491161238,8592.611244753229,9342.611244753229
2025-02-05,2025-02-05T15:20:00,0.7217,6180.809420777637,3361.676801239362,6175.2133,3561.1715,1406.1641809421292,833.3333333333333,0.0,0.0,137.15721427546248,9342.611244753229,10092.611244753229
2025-02-05,2025-02-05T15:30:00,0.7308,6235.876223956923,3075.8694563654494,6168.84,3291.0375,1392.972564337186,785.9875058297459,0.0,0.0,127.35130850743997,10092.611244753229,10800.0
2025-02-05,2025-02-05T15:40:00,0.7534,6130.613191628548,2780.4049592263204,6093.9183,2895.5182,620.6260465890418,0.0,0.0,0.0,87.55936325570849,10800.0,10800.0
2025-02-05,2025-02-05T15:50:00,0.7823,6045.081086156094,2477.4357797981916,6159.43,2537.7993,688.3050363741655,0.0,0.0,0.0,84.69991970749885,10800.0,10800.0
2025-02-05,2025-02-05T16:00:00,0.8055,6031.466156468837,2162.8027689625474,6261.28,2260.2,715.6473971577436,0.0,0.0,0.0,48.80073049107699,10800.0,10800.0
2025-02-05,2025-02-05T16:10:00,0.8271,5975.012728118515,1832.907011546704,6107.4314,1976.7903,733.806495792333,0.0,0.0,0.0,45.366312458999516,10800.0,10800.0
2025-02-05,2025-02-05T16:20:00,0.8519,6013.689926540515,1513.4320139806923,6084.59,1661.8991,788.3258895542019,0.0,0.0,0.0,51.21073955420189,10800.0,10800.0
2025-02-05,2025-02-05T16:30:00,0.8791,6083.993672591925,1211.0839302101408,6217.54,1326.1875,850.6839644604437,-0.0,0.0,0.0,35.45854779377703,10800.0,10800.0
2025-02-05,2025-02-05T16:40:00,0.9024,5982.142274284606,911.9542916547756,6148.5445,999.771,885.5482020233501,-0.0,0.0,0.0,27.419285356683503,10800.0,10800.0
2025-02-05,2025-02-05T16:50:00,0.9163,5995.480350512068,624.5482119279072,6117.2321,709.8979,929.1390757609045,-0.0,0.0,0.0,27.916709094237817,10800.0,10800.0
2025-02-05,2025-02-05T17:00:00,0.9264,6158.845175257408,348.9565624590164,6178.17,439.5375,1004.0089834127887,-0.0,0.0,0.0,47.57023341278874,10800.0,10800.0
2025-02-05,2025-02-05T17:10:00,0.9462,6189.870380436608,98.09611523563807,6123.596,166.7417,1062.850633055778,-0.0,0.0,0.0,70.04158305577808,10800.0,10800.0
2025-02-05,2025-02-05T17:20:00,0.9742,6058.315453172648,1.6161207549404746,6057.3163,16.6143,1066.879091282116,0.0,0.0,0.0,60.095424615449254,10800.0,10800.0
2025-02-05,2025-02-05T17:30:00,0.9862,5984.0556547431315,0.0,6158.6,0.0,1049.5845733144713,0.0,0.0,0.0,23.151239981137905,10800.0,10800.0
2025-02-05,2025-02-05T17:40:00,0.976,6086.207353259189,3.4066748472395805,6333.7326,0.6507,1053.6990704564032,0.0,0.0,1.8145795435968401,0.0,10800.0,10800.0
2025-02-05,2025-02-05T17:50:00,1.0742,5416.570649125486,0.0,5505.6169,0.0,937.4500139498098,0.0,0.0,0.0,19.847197283143146,10800.0,10800.0
2025-02-05,2025-02-05T18:00:00,1.2313,4292.182155963073,0.0,4259.54,0.0,746.485835517655,0.0,-0.0,0.0,36.562502184321716,10800.0,10800.0
2025-02-05,2025-02-05T18:10:00,1.2561,4078.0003184248635,0.24456945814490655,4322.0213,0.0467,699.1472537441817,0.0,-0.0,21.181846255818318,0.0,10800.0,10800.0
2025-02-05,2025-02-05T18:20:00,1.2447,4220.2287419728145,0.0,4423.1983,0.0,723.4315654471568,0.0,0.0,13.768151219509832,0.0,10800.0,10800.0
2025-02-05,2025-02-05T18:30:00,1.2545,4256.906041849454,0.0,4146.07,0.0,747.6557177533232,0.0,0.0,0.0,56.64405108665653,10800.0,10800.0
2025-02-05,2025-02-05T18:40:00,1.2522,4267.646863184904,0.017556457717554458,4331.6129,0.0034,761.2309994910855,0.0,0.0,0.0,39.29608282441888,10800.0,10800.0
2025-02-05,2025-02-05T18:50:00,1.2881,4156.396383689255,0.0,4397.494,0.0,346.284975717974,0.0,392.16717156356844,0.0,5.536480614875813,10800.0,10364.258698262702
2025-02-05,2025-02-05T19:00:00,1.3466,4039.5390940268976,0.0,4217.7,0.0,0.0,0.0,729.0155632901972,0.0,26.065563290197247,10364.258698262702,9554.241405718038
2025-02-05,2025-02-05T19:10:00,1.3523,4169.844548228803,0.000964171438142573,4297.7254,0.0,0.0,0.0,737.7277156064382,0.0,21.44014893977146,9554.241405718038,8734.543943933106
2025-02-05,2025-02-05T19:20:00,1.3445,4304.665715689858,0.0,4364.8371,0.0,0.0,0.0,764.8825195156276,0.0,37.40966951562757,8734.543943933106,7884.67447780463
2025-02-05,2025-02-05T19:30:00,1.3483,4309.681380300164,0.0,4299.05,0.0,0.0,0.0,767.8796254137893,0.0,51.37129208045599,7884.67447780463,7031.474894011531
2025-02-05,2025-02-05T19:40:00,1.349,4271.778907512712,0.0,4281.3639,0.0,0.0,0.0,758.2037201737686,0.0,44.64307017376859,7031.474894011531,6189.026316040678
2025-02-05,2025-02-05T19:50:00,1.3473,4223.901453411912,0.0,4274.4482,0.0,0.0,0.0,748.062625568652,0.0,35.65459223531877,6189.026316040678,5357.845620964397
2025-02-05,2025-02-05T20:00:00,1.3482,4216.926654957574,0.0,4260.57,0.0,0.0,0.0,728.9777425178615,0.0,18.88274251786163,5357.845620964397,4547.870351500107
2025-02-05,2025-02-05T20:10:00,1.3513,4287.870821769673,0.0,4281.5221,0.0,0.0,0.0,747.8869120936276,0.0,34.299895426960916,4547.870351500107,3716.8848936182985
2025-02-05,2025-02-05T20:20:00,1.34,4290.579142814484,0.0,4304.6559,0.0,0.0,0.0,758.4300404690807,0.0,40.987390469080765,3716.8848936182985,2874.1848486526533
2025-02-05,2025-02-05T20:30:00,1.3489,4221.2954192342195,0.0,4274.3,0.0,0.0,0.0,745.3012440905886,0.0,32.9179107572553,2874.1848486526533,2046.072355218666
2025-02-05,2025-02-05T20:40:00,1.3952,4222.1379040322,0.0,4184.7236,0.0,0.0,0.0,761.4651196967993,0.0,64.01118636346598,2046.072355218666,1200.0
2025-02-05,2025-02-05T20:50:00,1.2226,4264.536804512772,0.0,4230.5998,0.0,753.0022347754405,0.0,-0.0,0.0,47.9022681087738,1200.0,1200.0
2025-02-05,2025-02-05T21:00:00,0.9332,4276.8605031592,0.0,4347.86,0.0,749.0936833461928,0.0,0.0,0.0,24.45035001285953,1200.0,1200.0
2025-02-05,2025-02-05T21:10:00,0.9068,4230.314380915257,0.0,4286.2697,0.0,752.8744235981036,0.0,0.0,0.0,38.49614026477025,1200.0,1200.0
2025-02-05,2025-02-05T21:20:00,0.9371,4255.687734337174,0.0,4275.6154,0.0,758.1737723895291,0.0,0.0,0.0,45.57120572286249,1200.0,1200.0
2025-02-05,2025-02-05T21:30:00,0.9371,4409.1074062324915,0.0,4422.44,0.0,772.3605761507627,0.0,0.0,0.0,35.28724281742939,1200.0,1200.0
2025-02-05,2025-02-05T21:40:00,0.9871,4546.694071377307,0.0,4496.0386,0.0,800.3772664580202,0.0,-0.0,0.0,51.03749979135364,1200.0,1200.0
2025-02-05,2025-02-05T21:50:00,0.7764,4213.1428192684925,0.0,3948.2411,0.0,763.3612055923679,0.0,-0.0,0.0,105.32102225903452,1200.0,1200.0
2025-02-05,2025-02-05T22:00:00,0.4209,3569.0592947524983,0.0,3176.95,0.0,1473.858441586674,833.3333333333333,0.0,0.0,111.03344158667414,1200.0,1950.0
2025-02-05,2025-02-05T22:10:00,0.3859,3276.2989276811804,0.0,3189.1888,0.0,1386.6468019623755,833.3333333333333,0.0,0.0,21.782001962375716,1950.0,2700.0
2025-02-05,2025-02-05T22:20:00,0.4368,3235.9458272026627,0.0,3367.0094,0.0,1215.6535878671104,666.6666666666666,0.0,12.181312132889389,0.0,2700.0,3300.0
2025-02-05,2025-02-05T22:30:00,0.4198,3248.2768059078626,0.0,3345.18,0.0,1404.7930835664577,833.3333333333333,0.0,0.0,13.929750233124423,3300.0,4050.0
2025-02-05,2025-02-05T22:40:00,0.4186,3235.1139452003417,0.0,3359.5033,0.0,1394.3934788562663,833.3333333333333,0.0,0.0,1.1429288562665079,4050.0,4800.0
2025-02-05,2025-02-05T22:50:00,0.4241,3216.9498647879705,0.0,3372.3589,0.0,1399.3677988932332,833.3333333333333,0.0,0.0,3.9746488932332795,4800.0,5550.0
2025-02-05,2025-02-05T23:00:00,0.4237,3248.663458047224,0.0,3343.85,0.0,1442.89393141596,833.3333333333333,0.0,0.0,52.252264749293545,5550.0,6300.0
2025-02-05,2025-02-05T23:10:00,0.4248,3342.6462749569,0.0,3306.9838,0.0,1413.3389840268494,833.3333333333333,0.0,0.0,28.841684026849407,6300.0,7050.0
2025-02-05,2025-02-05T23:20:00,0.424,3310.3074991215717,0.0,3292.5734,0.0,1401.2979721488139,833.3333333333333,0.0,0.0,19.202405482147242,7050.0,7800.0
2025-02-05,2025-02-05T23:30:00,0.422,3188.0881465074503,0.0,3329.35,0.0,1403.950405370289,833.3333333333333,0.0,0.0,15.725405370289081,7800.0,8550.0
2025-02-05,2025-02-05T23:40:00,0.424,3218.0968598128643,0.0,3407.647,0.0,1400.5184740574684,833.3333333333333,0.0,0.7560259425315508,0.0,8550.0,9300.0
2025-02-05,2025-02-05T23:50:00,0.4271,3360.625402155073,0.0,3378.9675,0.0,1421.9094503591787,833.3333333333333,0.0,0.0,25.414867025845524,9300.0,10050.0
2025-02-05,2025-02-06T00:00:00,0.4276,3436.4354434406496,0.0,3329.79,0.0,1453.3223358115367,833.3333333333333,0.0,0.0,65.02400247820356,10050.0,10800.0
2025-02-06,2025-02-06T00:10:00,0.4248,3339.8943888970475,0.0,3497.9209,0.0,589.2195218354317,0.0,-0.0,0.0,6.232705168765051,10800.0,10800.0
2025-02-06,2025-02-06T00:20:00,0.4245,3384.4317141253014,0.0,3655.2255,0.0,600.1307073844156,0.0,0.0,9.073542615584415,0.0,10800.0,10800.0
2025-02-06,2025-02-06T00:30:00,0.4269,3591.7825701547104,0.0,3623.51,0.0,622.5157009582344,0.0,-0.0,0.0,18.59736762490104,10800.0,10800.0
2025-02-06,2025-02-06T00:40:00,0.4272,3596.9320169181133,0.0,3476.4439,0.0,616.8041195846981,0.0,-0.0,0.0,37.396802918031426,10800.0,10800.0
2025-02-06,2025-02-06T00:50:00,0.4271,3556.19422887199,0.0,3591.7096,0.0,623.0892548119983,0.0,0.0,0.0,24.470988145331603,10800.0,10800.0
2025-02-06,2025-02-06T01:00:00,0.4285,3598.542765300408,0.0,3832.31,0.0,621.1157793324469,0.0,-0.0,17.60255400088647,0.0,10800.0,10800.0
2025-02-06,2025-02-06T01:10:00,0.4311,3671.36377204848,0.0,3689.813,0.0,639.8455120080799,0.0,-0.0,0.0,24.876678674746586,10800.0,10800.0
2025-02-06,2025-02-06T01:20:00,0.4302,3656.653212700229,0.0,3512.4654,0.0,625.4710790483668,0.0,0.0,0.0,40.06017904836688,10800.0,10800.0
2025-02-06,2025-02-06T01:30:00,0.4279,3622.8748891893597,0.0,3576.43,0.0,637.2219206806133,0.0,0.0,0.0,41.150254013946665,10800.0,10800.0
2025-02-06,2025-02-06T01:40:00,0.4312,3736.1294418026005,0.0,3784.4762,0.0,674.1610690587765,0.0,-0.0,0.0,43.415035725443204,10800.0,10800.0
2025-02-06,2025-02-06T01:50:00,0.4333,3761.816727429559,0.0,3740.3364,0.0,670.4099879049264,0.0,-0.0,0.0,47.0205879049264,10800.0,10800.0
2025-02-06,2025-02-06T02:00:00,0.4311,3655.2039305810904,0.0,3513.98,0.0,647.6389247345352,0.0,0.0,0.0,61.97559140120188,10800.0,10800.0
2025-02-06,2025-02-06T02:10:00,0.4293,3628.561091441578,0.0,3547.6302,0.0,621.9551652402629,0.0,0.0,0.0,30.683465240262876,10800.0,10800.0
2025-02-06,2025-02-06T02:20:00,0.4324,3744.121358150245,0.0,3631.7631,0.0,656.5729059640975,0.0,0.0,0.0,51.27905596409744,10800.0,10800.0
2025-02-06,2025-02-06T02:30:00,0.4367,3817.7030736730817,0.0,3623.61,0.0,640.2744549290554,0.0,-0.0,0.0,36.339454929055364,10800.0,10800.0
2025-02-06,2025-02-06T02:40:00,0.4348,3654.4345017760397,0.0,3636.9672,0.0,618.2401669626734,0.0,0.0,0.0,12.078966962673348,10800.0,10800.0
2025-02-06,2025-02-06T02:50:00,0.4335,3800.723799255911,0.0,3851.004,0.0,663.05329429643,0.0,0.0,0.0,21.219294296430007,10800.0,10800.0
2025-02-06,2025-02-06T03:00:00,0.4357,4109.252584652153,0.0,4038.16,0.0,719.0750246898688,0.0,0.0,0.0,46.04835802320213,10800.0,10800.0
2025-02-06,2025-02-06T03:10:00,0.4374,3890.9883032745206,0.0,3798.4365,0.0,669.9340815037632,0.0,-0.0,0.0,36.86133150376327,10800.0,10800.0
2025-02-06,2025-02-06T03:20:00,0.4371,3780.522621699469,0.0,3694.4181,0.0,640.1128041763709,0.0,0.0,0.0,24.376454176370885,10800.0,10800.0
2025-02-06,2025-02-06T03:30:00,0.4356,3962.5458734716312,0.0,3860.63,0.0,676.8130865625685,0.0,0.0,0.0,33.374753229235125,10800.0,10800.0
2025-02-06,2025-02-06T03:40:00,0.4353,3975.5929398737235,0.0,3909.0565,0.0,693.4876566456205,0.0,0.0,0.0,41.978239978953866,10800.0,10800.0
2025-02-06,2025-02-06T03:50:00,0.436,3929.0458318733886,0.0,4036.1819,0.0,688.826288645565,0.0,0.0,0.0,16.129305312231622,10800.0,10800.0
2025-02-06,2025-02-06T04:00:00,0.4378,3935.8347395766723,0.0,4167.96,0.0,694.5841232627786,0.0,-0.0,0.07587673722139243,0.0,10800.0,10800.0
2025-02-06,2025-02-06T04:10:00,0.4401,3963.0561181504395,0.0,3967.0475,0.0,682.3640257285929,0.0,-0.0,0.0,21.18944239525956,10800.0,10800.0
2025-02-06,2025-02-06T04:20:00,0.4389,3987.108456707555,0.0,3731.5802,0.0,670.015109451259,0.0,0.0,0.0,48.08507611792572,10800.0,10800.0
2025-02-06,2025-02-06T04:30:00,0.4364,4016.476379211007,0.0,3751.5,0.0,672.9924191231504,0.0,0.0,0.0,47.7424191231504,10800.0,10800.0
2025-02-06,2025-02-06T04:40:00,0.4393,4051.9495086751663,0.0,4016.3868,0.0,691.8123697127344,0.0,0.0,0.0,22.414569712734306,10800.0,10800.0
2025-02-06,2025-02-06T04:50:00,0.4422,3961.8037643161997,0.0007920835323899593,4030.6615,0.0,736.3276053073356,0.0,-0.0,0.0,64.55068864066891,10800.0,10800.0
2025-02-06,2025-02-06T05:00:00,0.4395,3826.7872730860927,0.0,3848.11,0.0,670.6726747038101,0.0,0.0,0.0,29.32100803714343,10800.0,10800.0
2025-02-06,2025-02-06T05:10:00,0.4333,3883.8141340400334,0.0,3981.9707,0.0,656.7462223400055,0.0,0.0,6.915560993327858,0.0,10800.0,10800.0
2025-02-06,2025-02-06T05:20:00,0.4439,4013.307441241199,0.014738211389280099,4119.6281,0.0,685.4211499790836,0.0,-0.0,1.1835333542497892,0.0,10800.0,10800.0
2025-02-06,2025-02-06T05:30:00,0.4301,4060.379477792415,0.0,3994.17,0.0,692.5999129654025,0.0,0.0,0.0,26.904912965402445,10800.0,10800.0
2025-02-06,2025-02-06T05:40:00,0.3713,4049.8100348667895,0.0,3775.815,0.0138,688.8496337864947,0.0,0.0,0.0,59.54943378649467,10800.0,10800.0
2025-02-06,2025-02-06T05:50:00,0.5708,4465.564520177787,0.20520080535528906,4288.2664,0.0,768.3471782183243,0.0,-0.0,0.0,53.636111551657564,10800.0,10800.0
2025-02-06,2025-02-06T06:00:00,0.9099,5145.351794699843,0.0,5219.6,0.0,896.4036732059542,0.0,0.0,0.0,26.470339872620798,10800.0,10800.0
2025-02-06,2025-02-06T06:10:00,0.9368,5388.835452734682,0.0,5384.5687,0.1918,228.52772581372403,0.0,702.8415302971416,0.0,33.97310611086573,10800.0,10019.06496633651
2025-02-06,2025-02-06T06:20:00,0.8758,5375.605614617948,2.85808271774974,5265.3908,0.0,938.7739213125569,0.0,0.0,0.0,61.20878797922353,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T06:30:00,0.8759,5294.728742862164,0.0,5233.23,0.0,916.6853631253389,0.0,0.0,0.0,44.480363125338954,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T06:40:00,0.8601,5155.566797579406,3.591642798218865,5165.0204,26.0384,889.7058734050386,0.0,0.0,0.0,33.20887340503848,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T06:50:00,0.8442,5116.969881200057,106.15844417737893,5125.311,172.6182,841.6684895037797,0.0,0.0,0.0,16.21968950377976,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T07:00:00,0.8334,5215.110646902984,353.02949473291045,5137.64,426.7125,827.6281086950123,0.0,0.0,0.0,42.47352536167888,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T07:10:00,0.8092,5319.348636055276,619.6474708955743,5156.1992,677.2558,801.4988441932836,0.0,0.0,0.0,55.00827752661695,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T07:20:00,0.7972,5288.554541794636,897.840326902485,5221.8023,923.6022,763.5914464891146,0.0,0.0,0.0,47.22476315578123,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T07:30:00,0.7644,5138.756714269835,1187.668739367767,5136.75,1195.6125,669.580912483678,0.0,0.0,0.0,12.724662483678031,10019.06496633651,10019.06496633651
2025-02-06,2025-02-06T07:40:00,0.6899,5140.45788200359,1478.656523013431,4828.4213,1501.3435,1473.2215451712368,833.3333333333333,0.0,0.0,85.37524517123697,10019.06496633651,10769.06496633651
2025-02-06,2025-02-06T07:50:00,0.86,5899.92924150514,1794.6193452277053,5671.6114,1760.4169,726.0328713180422,0.0,0.0,0.0,74.16712131804223,10769.06496633651,10769.06496633651
2025-02-06,2025-02-06T08:00:00,1.1617,6964.7771184334615,2126.112859548679,7183.26,1980.975,15.60250366080436,0.0,833.3333333333333,18.11166300586251,0.0,10769.06496633651,9843.139040410584
2025-02-06,2025-02-06T08:10:00,1.1683,7169.922578795307,2433.912010030346,7370.8801,2244.5629,0.0,0.0,820.4928174204277,33.893382579572176,0.0,9843.139040410584,8931.480354387886
2025-02-06,2025-02-06T08:20:00,1.0956,7039.376390242811,2727.4798663886254,7059.1318,2489.9575,0.0,0.0,765.8374322863997,0.0,4.308382286399592,8931.480354387886,8080.549874069665
2025-02-06,2025-02-06T08:30:00,1.0849,6993.896217510554,3020.2819564450815,6994.56,2760.225,0.0,0.0,724.8257847741919,0.0,19.10328477419182,8080.549874069665,7275.187890987229
2025-02-06,2025-02-06T08:40:00,1.061,6953.984026094751,3312.1663094012442,7074.7624,3174.0332,0.0,0.0,656.816110444792,0.0,6.6945771114586705,7275.187890987229,6545.392212715238
